0	0.000000	0.000000	0.000000
1	1.185630	1.185630	0.000000
2	1.185630	0.000000	1.185630
3	0.000000	1.185630	1.185630
4	0.000000	0.000000	2.371260
5	1.185630	1.185630	2.371260
6	1.185630	0.000000	3.556890
7	0.000000	1.185630	3.556890
8	0.000000	0.000000	4.742520
9	1.185630	1.185630	4.742520
10	1.185630	0.000000	5.928150
11	0.000000	1.185630	5.928150
12	0.000000	0.000000	7.113780
13	1.185630	1.185630	7.113780
14	1.185630	0.000000	8.299410
15	0.000000	1.185630	8.299410
16	0.000000	0.000000	9.485040
17	1.185630	1.185630	9.485040
18	1.185630	0.000000	10.670670
19	0.000000	1.185630	10.670670
20	0.000000	0.000000	11.856300
21	1.185630	1.185630	11.856300
22	1.185630	0.000000	13.041930
23	0.000000	1.185630	13.041930
24	0.000000	2.371260	0.000000
25	1.185630	3.556890	0.000000
26	1.185630	2.371260	1.185630
27	0.000000	3.556890	1.185630
28	0.000000	2.371260	2.371260
29	1.185630	3.556890	2.371260
30	1.185630	2.371260	3.556890
31	0.000000	3.556890	3.556890
32	0.000000	2.371260	4.742520
33	1.185630	3.556890	4.742520
34	1.185630	2.371260	5.928150
35	0.000000	3.556890	5.928150
36	0.000000	2.371260	7.113780
37	1.185630	3.556890	7.113780
38	1.185630	2.371260	8.299410
39	0.000000	3.556890	8.299410
40	0.000000	2.371260	9.485040
41	1.185630	3.556890	9.485040
42	1.185630	2.371260	10.670670
43	0.000000	3.556890	10.670670
44	0.000000	2.371260	11.856300
45	1.185630	3.556890	11.856300
46	1.185630	2.371260	13.041930
47	0.000000	3.556890	13.041930
48	0.000000	4.742520	0.000000
49	1.185630	5.928150	0.000000
50	1.185630	4.742520	1.185630
51	0.000000	5.928150	1.185630
52	0.000000	4.742520	2.371260
53	1.185630	5.928150	2.371260
54	1.185630	4.742520	3.556890
55	0.000000	5.928150	3.556890
56	0.000000	4.742520	4.742520
57	1.185630	5.928150	4.742520
58	1.185630	4.742520	5.928150
59	0.000000	5.928150	5.928150
60	0.000000	4.742520	7.113780
61	1.185630	5.928150	7.113780
62	1.185630	4.742520	8.299410
63	0.000000	5.928150	8.299410
64	0.000000	4.742520	9.485040
65	1.185630	5.928150	9.485040
66	1.185630	4.742520	10.670670
67	0.000000	5.928150	10.670670
68	0.000000	4.742520	11.856300
69	1.185630	5.928150	11.856300
70	1.185630	4.742520	13.041930
71	0.000000	5.928150	13.041930
72	0.000000	7.113780	0.000000
73	1.185630	8.299410	0.000000
74	1.185630	7.113780	1.185630
75	0.000000	8.299410	1.185630
76	0.000000	7.113780	2.371260
77	1.185630	8.299410	2.371260
78	1.185630	7.113780	3.556890
79	0.000000	8.299410	3.556890
80	0.000000	7.113780	4.742520
81	1.185630	8.299410	4.742520
82	1.185630	7.113780	5.928150
83	0.000000	8.299410	5.928150
84	0.000000	7.113780	7.113780
85	1.185630	8.299410	7.113780
86	1.185630	7.113780	8.299410
87	0.000000	8.299410	8.299410
88	0.000000	7.113780	9.485040
89	1.185630	8.299410	9.485040
90	1.185630	7.113780	10.670670
91	0.000000	8.299410	10.670670
92	0.000000	7.113780	11.856300
93	1.185630	8.299410	11.856300
94	1.185630	7.113780	13.041930
95	0.000000	8.299410	13.041930
96	0.000000	9.485040	0.000000
97	1.185630	10.670670	0.000000
98	1.185630	9.485040	1.185630
99	0.000000	10.670670	1.185630
100	0.000000	9.485040	2.371260
101	1.185630	10.670670	2.371260
102	1.185630	9.485040	3.556890
103	0.000000	10.670670	3.556890
104	0.000000	9.485040	4.742520
105	1.185630	10.670670	4.742520
106	1.185630	9.485040	5.928150
107	0.000000	10.670670	5.928150
108	0.000000	9.485040	7.113780
109	1.185630	10.670670	7.113780
110	1.185630	9.485040	8.299410
111	0.000000	10.670670	8.299410
112	0.000000	9.485040	9.485040
113	1.185630	10.670670	9.485040
114	1.185630	9.485040	10.670670
115	0.000000	10.670670	10.670670
116	0.000000	9.485040	11.856300
117	1.185630	10.670670	11.856300
118	1.185630	9.485040	13.041930
119	0.000000	10.670670	13.041930
120	0.000000	11.856300	0.000000
121	1.185630	13.041930	0.000000
122	1.185630	11.856300	1.185630
123	0.000000	13.041930	1.185630
124	0.000000	11.856300	2.371260
125	1.185630	13.041930	2.371260
126	1.185630	11.856300	3.556890
127	0.000000	13.041930	3.556890
128	0.000000	11.856300	4.742520
