3.19795 3.58004 4.43313
1.59916 1.54524 4.87909
3.40057 1.55328 0.163198
3.69774 2.10926 1.63128
1.80223 2.93199 1.10484
1.71168 2.91254 2.16522
4.37426 2.20748 1.96785
2.01653 3.50389 1.28456
3.93564 2.59644 2.06039
1.12492 2.78024 1.61712
0.84416 1.68654 3.80077
0.832761 0.832161 2.44096
3.03604 0.402868 2.69271
0.72084 4.67327 0.549792
2.52181 2.39262 3.50377
0.89072 4.49375 3.02182
3.08836 0.0529257 1.81281
1.86904 3.75521 3.63366
2.53629 4.04769 4.93597
3.48058 0.535965 4.40149
2.26721 4.15794 4.74498
4.96039 2.77091 3.72991
0.936704 1.00411 1.50029
4.11291 0.113797 1.15658
2.02763 1.88391 3.21439
3.02357 1.04022 3.0019
3.11564 0.786113 3.02039
4.5075 3.05861 3.6666
2.96349 1.04743 3.74075
3.91387 1.57421 2.10015
1.17755 2.05646 4.42432
4.66473 3.1921 0.427984
0.422144 0.193385 4.62913
0.607762 4.71492 2.36485
0.894658 4.08098 0.703838
1.99657 4.33023 3.60425
2.18073 3.41318 1.68122
3.8452 2.15966 1.74309
2.51205 0.359127 1.30511
1.44195 1.73655 4.6888
4.12751 3.64268 3.57286
2.36129 1.15211 0.42768
0.0307618 4.38707 3.48805
0.0474614 3.28748 4.78902
2.00109 3.00941 1.27995
1.93191 1.70413 0.31382
4.327 0.258675 4.08989
2.35088 0.208335 1.14577
2.08934 4.33582 3.14423
2.29159 3.55727 1.24944
0.882396 4.06853 2.62045
4.90906 2.87972 0.382045
3.09197 3.76907 0.219142
0.857878 2.11839 3.05232
3.85441 0.7532 0.997836
2.33826 2.69337 3.89973
4.05544 1.98338 4.64484
4.40065 0.737958 1.3667
3.89322 3.3268 3.92278
0.670864 1.21453 2.46985
1.91505 1.02835 4.84298
3.4462 3.67922 3.83754
3.93724 2.19006 2.51031
2.74857 3.28097 1.07575
0.788038 1.6338 4.28792
4.20186 4.60594 3.12857
2.52912 0.593624 2.80973
0.709001 4.63018 4.88142
3.86198 3.19561 3.85054
0.0436198 0.138656 3.83525
0.998964 0.648274 2.30883
3.83902 3.99217 3.66524
0.477497 3.27699 4.29081
2.48657 4.20196 4.47425
0.148199 3.40393 4.9735
4.55507 0.83804 0.980328
2.12387 0.516825 1.50665
3.90081 2.12344 4.9004
1.46424 3.9047 3.53531
0.730292 4.67126 0.211277
4.29969 2.71193 4.53175
2.63923 3.20362 1.09763
0.963987 4.46146 1.13699
4.05537 0.844791 0.931291
4.25852 3.08185 2.27478
0.394541 2.84901 0.614836
3.59787 2.10116 4.71661
3.74678 0.157653 4.45978
0.732219 4.93995 0.522672
1.74751 1.13006 4.66968
0.849046 4.76274 4.94457
3.09724 2.24339 3.81872
1.0689 1.32387 0.191826
0.35662 4.90567 2.46496
0.16808 4.94474 4.47472
2.89641 3.50401 0.695641
0.702429 1.209 1.72971
4.74741 1.29172 4.58185
0.530365 2.91686 0.397836
2.51674 2.39954 3.6303
